,id,date,rating,userName,content
75,76,2020년 3월 7일,5,Google 사용자,기프티콘을 사서 써보진 않았지만 판매는 문제없고 좋은거 같아요. 판매를 해보니 카카오톡 선물하기로 받은 기프티콘을 판매했을 경우에 정산이 되고 난 이후에도 카카오톡 선물함에 미사용으로 있더라구요. 이런 경우 저는 기프티콘이 하나라서 헷갈리지 않지만 두세개중에 하나만 니콘내콘에 판매하게되면 헷갈려서 써버릴꺼 같아요ㅠㅠ 기존 문제점들이 이건거 같은데 제휴를 하던가 해서 카카오 선물함에서도 사용하지 못하게해야 할 거 같습니다!! 카카오 뿐만 아니라 그냥 사진으로 받는 기프티콘도 마찬가지 일테니 니콘내콘에 접수가 되면 사용처에서 니콘내콘으로 산 사람의 전화번호나 다른 증명번호를 제시하며 사용할 수 있게하면 어떨까요? 그럼 판매한 사람도 쉽게 써버릴 수 없을꺼에요. 어플리케이션 프로그램 설정에 대해 1도 모르는 사람이라 이렇게 될 수 있을지는 모르겠지만 많은 분들이 불편하지 않게 사용할 수 있는 앱이 될 수 있게 문제점들 해결해주세요. 응원합니다~!
76,77,2021년 4월 7일,5,박선영,"기프티콘을 일반적인 가격보다 저렴하게 살 수 있다는 사실에 놀랬고, 다양한 상품과 한번씩 찬스같은 땡처리된 특급세일제품이 나와서 종종 재미있게 구매했습니다. 가지고 있던 기프티콘도 소소하게 앱테크 하는 앱으로도 저에게 있어서는 도움되는 것 같습니다^^"
77,78,2021년 4월 7일,5,lysjin,소소하게 팔고있는데 일단 가격이 비슷하거나 높은게 있어서 잘 이용하고 있어요~ 수락이 빠른편입니다. 전 급하건 아니라 정산도 바로 안해서 난중에 차곡차곡 모인 금액을 보면 기분이 좋음
78,79,2021년 4월 7일,5,똥강아쥐,니콘내콘은 판매도 구매도 편해서 자주 애용합니다. 타사에비해 판매오류도 거의 없어 저는 이미 갈아탄지 오래되었어요. 앱에 판매하는 제품들도 앞으로 많이 다양해 졌으면 좋겠어요. 항상 도움이 많이되어 별다섯게 드리고갑니다~^^
79,80,2021년 4월 7일,5,Leat,기프트콘을 쉽게 사고 팔수 있어서 좋아요. 사용하면서 별 불편한 점도 없고 이벤트도 있어서 좋아요. 기프트콘이 자동인식 됐으면 하는 바램이 있을 뿐입니다^^
80,81,2020년 6월 19일,5,gon bro,잘이용중입니다. 그냥결재하는거보다 번거럽지만 할인된다는 히열이 있어 좋고요 개인적으로 내콘기프티콘마다 개인적으로 메모같은거 할수 있으면 좋을거 같아요 얼마남았는지 뭘 이용하고 남았다라는 표현할수 있으면 편할거 같아서요
81,82,2021년 9월 8일,1,eunii,여긴 정말 시스템도 문제지만 더 문제는 고객센터 응대방식임. 응대속도도 늦고 문제가 해결되기도 전에 챗 끊어버림. 이 앱 사용하시는 분들은 정산출금때까지 별다른 문제없길 바라세요.
82,83,2021년 4월 7일,5,셜록홈즈,"꾸준히 이용하고 있어요. 기존에는 카카오톡으로 이용했는데 확실히 앱이 편해요. 알림톡으로 날아오니 바로바로 매도도 가능하고 좋습니다. 다만, 매도시 기프티콘의 원가격이 적혀있지 않아 어느 정도의 할인율로 판매하는 건지 알 수 없어 좀 불편하긴 합니다."
83,84,2021년 4월 6일,5,김보영,매우 유용하게 잘 쓰고 있어요~ 크리스마스 기념일 같은때는 순식간에 소진되는것 같아요 ㅎㅎ 보유쿠폰은 바코드 찍힘과 동시에 사용완료 가 떴으면 좋겠어요 수동으로 사용 후 버튼 누르기 말구요 ㅎ..
84,85,2019년 3월 29일,5,Google 사용자,아이폰 쓰다가 안드로이드로 넘어와서 앱이 없어서 아쉬웠는데 안드로이드도 앱이 생겨서 좋아요~안쓰는 기프티콘 유효기간 지나서 버리는 경우도 종종 있었는데 니콘내콘에서 팔수 있고 필요할때 저렴하게 살수있어서 유용해요^^
85,86,2021년 9월 19일,5,박윤서,니콘머니 + 카드 결제 가능하게 해주세요. 니콘머니 쓰고 남은 금액 카드 결제하려고 했는데 안 되더라고요. 그렇다고 천원 단위로 결제가 가능한 것도 아니고요. 금액에 딱 맞게 쓰는 것도 힘든데 보완책 만들어주세요./ 내용 반영해주셔서 감사합니다. 잘 쓰고 있습니다
86,87,2021년 2월 7일,1,김수빈,"유명 유튜버가 광고해서 니콘내콘 포인트 2000원을 100원에 구매하는 이벤트 참여하려고 링크 들어갔는데 ""user.safe is not a function""이라고 하면서 암것도 안되네요. 이거 하려고 어플깔고 가입했는데. 그렇다고 가입축하 포인트를 주는것도 아니고, 기분 더럽네요. 다시는 이용 안할듯. 광고한 유튜버가 불쌍해 보이기는 처음이네요."
87,88,2021년 3월 17일,5,임세정,자주먹게되는 음료. 빵등 너무유용하게 쓰고있어요. 쿠폰을 카드로 결제도 가능해서 좋아요. 가끔 쿠폰에 따라 메뉴가 선정되기도 하고 소소한 햄복이예요
88,89,2021년 1월 15일,1,R A,비추천. 쓰지마세요 1.결제하는데 10분걸려서 결제창을 기다렸는데 결제가 안됨(최신삼성폰에 젤비싼요금제쓰는데도) 2.수수료(살때. 팔때. 3퍼센트 수수료 비싸네요 1만원결제시 300원 수수료. 구매시 판매시 모두 수수료를 가져가므로. 쿠폰없이 원가에 사는거랑 별 차이가 없네요 ㅠ) 3. 인증해야할게 너무많음 (통신사.폰번호.주민앞자리.콜인증) 4.콜전화인증 대기시간 (설명끝까지 다들어야됨 2분이상) 4.정보입력자하면 결제대기시간 3~4분 소요인데 제가 10분 기다려도 안넘어가네요. 제 정보만 업체로 넘어간듯.. 5.수수료 엄청 가져감 살때 팔때 둘다..
89,90,2021년 5월 9일,5,카일로,상품판매 보안이나시스템이 강해졌으면 좋겠습니다 사기가 많아서 구매자분들이 피해를 많이 볼것같습니다 검증후 등록승인해주는시스템있으면 사기 아닐가능성이 조금은 있을것같습니다 상품 등록할때마다 전번인증이나이메일인증 하면 사기당할경우 신고및영정 하면 사기방지 됄것같습니다 1대1문의로 사기문의오면 사기치신분 바로 영정하면 좋을것같습니다
90,91,2021년 4월 7일,5,갱상도,"이벤트 참여하면 기프티콘 많이 받는데요, 수도권에 살지않아서 없는 곳도 많아요. 그걸 쓰러 찾아가야 하는 불편함도 있구요! 당첨되면 바로바로 판매하니까 부수입으로 너무 좋아요~입금 처리도 빠릅니다 ! 제가 필요한 기프티콘을 저렴히 살수있어서 강추예요"
91,92,2019년 3월 29일,5,Google 사용자,원래 카톡에서만 이용하다가 앱 출시되었다길래 바로 깔아서 사용하고있어요!! 안쓰는 기프티콘 팔기도 하고 원하는 기프티콘 저렴하게 구매할 수 있어서 너무 유용한것같아요! 훨씬 이전부터 알고있었으면 좋았겠지 싶네요ㅎㅎ
92,93,2021년 4월 7일,5,MINI K,판매/구매가 편해서 잘 쓰고있어요! 앱도 깔끔하고 좋습니다 다른 판매앱도 써봤는데 니콘내콘에 정착했어요! 가끔 판매하고나서 푸쉬가 잘 안와서 시간 초과될 때가있는데 그거말고는 특별히 불편한 점은 없었어요~! ♡ 니콘내콘 최고
93,94,2021년 4월 7일,5,sun king,앱을 최근 깔아서 사용중인데 전보다 피드백이 빨라서 너무 좋아요 그리고 처리시간이 단축되어서 일일이 확인하지 않아도 알림으로 받을수 있어서 더욱 좋구요 앞으로도 잘 이용할 것 같아요 앱으로 이용하면서 전 개인적으로 더 좋아진것 같아서 아쉬운 점은 따로 없네요
94,95,2021년 4월 7일,5,yujin kim,"원하는 기프티콘을 저렴하게 구입가능하고, 안쓰는 기프티콘은 적당한 가격에 판매할수 있어서 너무 좋아요🤗 사용한지는 한달 조금 넘은듯한데 아직까지는 불편사항이나 단점은 못찾았습니다^^"
95,96,2020년 2월 11일,1,Google 사용자,원하는 제품을 할인된 가격으로 구매할 수 있어서 정말 만족하면서 애용하고 있었습니다. 이미 사용된 쿠폰이 구입되기 전까진 전 당분간은 이 어플을 사용하기 힘들 거 같습니다. 하지만 이 점이 개선된다면 기쁜 마음으로 다시 자주 이용하겠습니다.
96,97,2021년 3월 17일,5,1030 chlalswn,"정말 강추입니다! 땡처리 기프티콘, 특히 스타벅스는 정말 너무 싸게 살수 있어서 돈버는 느낌이 들어요^^ 기프티콘판매도 할수 있어서 일석이조! 알게 된 후 자주 이용하고 있어요~ 앞으로 더 많은 기프티콘들이 올라오길 기대합니다 감사해요~"
97,98,2021년 4월 7일,5,한지윤,합리적인 가격으로 쿠폰 구매할 수 있어서 너무 좋아용^^ 판매할 수 있는 제품도 다양해서 좋구요!! 정산도 빠른 편이라 앞으로도 자주 이용할 것 같습니다.
98,99,2020년 9월 24일,1,nayeon,오류 계속 나서 결제 중복으로 몇 번 반복되고 사용하지도 않은 거 사용 했다고 뜨네요. 오류로 인해 환불처리 되는 과정도 상담 과정이 너무 답답하게 반복 설명 드려야 하던데..앱과 상담부분도 개선 요청드립니다.
99,100,2020년 12월 28일,5,강윤정,"기프티콘을 저렴하게 구매할수있어서 좋아요. 하지만 환불관련이라든지, 키프티콘 사용여부 알수없음 등 제한적인 것이 많네요. 구매 시 신중하게 구매해야 합니다~"
100,101,2021년 4월 7일,5,유호용,"나에게 필요없는 기프티콘이 누군가에겐 유용하게 쓰이고, 내가 필요한 기프티콘은 저렴하게 구할 수 있는 매우 유용한 앱이에요. 리뷰도 빠르고 출금도 편해서 강추합니다."
101,102,2020년 9월 22일,1,김덕후,니콘내콘에 편의점 할인쿠폰 구매하려는데 결제가 안되요. 구매 페이지 마지막에 200원~499원 결제된 금액을 쓰라는데 대체 뭘 하라는건지 알수가 없음. 폰으로 전송되거나한것도 없고. 어플 지우고글 씁니다. 다른 리뷰보니 어플 안쓰는게 답이네요. 시간만 낭비함..
102,103,2021년 3월 20일,5,이채원,벌써 두번 사용했네요! 아직 팔아보진 않았지만 구매했는데 너무 만족합니다 구매하고 사용이 불가능하다는 후기도 봤는데 더 써봐야알겠지만 여윳돈이 있는 상태에서 아끼고 싶은 분들은 추천드려요! 문제 발생하면 시간이 걸리더라도 환불된다하니까용~
103,104,2022년 5월 9일,5,v,갓직히 여기만한 어플 없음 땡철이도 싸고좋고 싸이버거 단품이 많이 올라왔으면 하는 바램 ㅎㅎ
104,105,2021년 4월 6일,5,증산맨,땡처리상품으로 합리적인 소비가능! 지인 추천으로 어플을 사용하게된지 3달째입니다. 벌써 3번정도 기프트콘을 구매해서 사용했네요 ㅎㅎ 돈도아끼고 필요할때 먹고싶은 제품의 기프트콘을 바로 살수 있어서 너무좋아요
105,106,2021년 3월 17일,5,달조각,"할인한 가격으로 쿠폰을샀는데도, cj포인트 적립과 매장내쿠폰을 해줘서 좋아요! 안 해주면 솔직히 그냥 앱 사용 안 하는거랑 똑같을테니 당연한가 싶기도 하지만, 항상 감사하게 잘 사용하고 있습니다! ♡♡♡"
106,107,2021년 4월 7일,5,MiMe,니콘내콘이 사용 중인 앱 중 제일 잘 쓰게 되는 앱이예요. 사용성도 좋고 비슷한 다른 앱 들 다 정리하고 니콘내콘만 사용하려구요!
107,108,2020년 8월 21일,5,안혜영,"사용하지 않는 기프티콘 팔기도 하고, 급하게 쿠폰 필요하면 한번씩 구입하기도 합니다. 바로 열람되고 할인된금액으로 이용하기 편하고 좋아요. 니콘내콘 알고 정가에 사기엔 넘 아깝다는.."
108,109,2019년 3월 28일,5,Google 사용자,앱으로나오니 편리해졌어요~ 알람도 바로와서 너무좋아요!♡♡ 언제나오나 생각하고있었는데🌸😘 바로앱받았어요!접속이편해져서좋구요!! 기프티콘 싸게구입하시려면 니콘내콘 강추합니다🌸🌸🌸 축하드려요!! 더더욱응원할게요
109,110,2019년 3월 29일,5,Google 사용자,다른데 비교할 생각 1도하지말고 니콘하세요 타 판매업체 두군데 이용해봤는데 하나는 너무 매입안하고 앱으로 나온곳은 가격이짭니다 판매도 구매도 가장 합리적이고 알뜰하게 이용할 수 있는 니콘내콘 정말 강추합니다 광고할 마음없이 1년 이용해보니 진심 이곳이 짱입니다!!
110,111,2022년 5월 28일,4,얍얍,만 14세 이하는 사용할 수 없는게 아쉽습니다. 제 친한 동생이 제가 하는 걸 보고 다운 받으려 했는데 14세 이상이라 다운 할 수 없다며 속상해 하더군요. 만 14세 이상도 남은 기프티콘을 판매 하려고 하는 것인데 조금 아쉽습니다. 이 외에는 다 좋은 것 같아요
111,112,2022년 5월 24일,5,아이보리리,상위에 올라가라고 별 5개 답니다 최악입니다 고객센터 불친절에 무능력 무책임해요 브랜드 캐시백 이용하려고 해당 제휴사 이용했는데 적립 버튼이 안떠서 적립을 못했고 그에 관해 문의햤는데 적립버튼이 활성화되었으나 고객님 본인이 안누른거라 얘기합니다 아니 안떴는데 떴다고 우기면 뭘 어떻게 해야하나요?? 말 안통하고 제가 안뜬걸 증명할 길됴 없고 바락바락 우겨서 결국 아무 혜택도 못받았습니다 진심 사기꾼들같네요 홍가영 담당자 융통성좀 있어보세요
112,113,2021년 1월 20일,1,Emily kim,국내 1위라는 말 빼세요 결제도 안되는데 누가 1위줬나요? 카드등록 6번했는데 6번다 기 인증고객이라면서 에러나고 카드등록은 안되고 결제넘어가지도 않고. 덕분에 여기카드등록에 시간 다뺐기고 그사이에 제가 사려던거 남한테 뺐겼네요. 시간도 사려던물건도 빼가는앱이네요
113,114,2021년 4월 7일,5,Junga Choi,최근에 알게되서 너무 감사한 어플입니다. 살때는 매장에서 바로 사용할수 있을만큼 빨라서 편해요. 팔때도 피드백을 빨리 해주셔서 조금씩 전산되는 재미가 쏠쏠합니다. 정말 유용한 어플이예요. 감사합니다.
114,115,2022년 8월 9일,1,우딱디,사용도 안되는 쿠폰을 파는걸 무슨 심보죠? 그리고 무슨 상담을 18시에 종료를 하나요...최소 20시까지는 해야 하는 거 아닌가요
115,116,2021년 4월 7일,5,J J,니콘내콘 알게 된 이후로 정말 잘 이용하고 있어요. 안 쓰는 기프티콘 팔아서 용돈벌이하기도 좋고 싸게 구입해서 먹기도 좋네요. 구매/판매하는 것도 쉽고 편합니다.
116,117,2021년 3월 17일,3,유소영,기프티콘을 팔 수 있다는 점에서 좋았습니다. 다만 아쉬운 점은 제가 가지고 있는 기프티콘이 거기에 해당이 되지 않은 경우도 있어 그러한 부분을 개선해줬으면 좋겠습니다.
117,118,2021년 7월 10일,5,권이안,필요없는 기프티콘 판매 가능하고 계좌에 신청하면 간단하게 입금되어서 아주 편합니다. 다만 판매해서 캐시를 모으면 그걸로 니콘내콘 내의 물건을 살 수 없어서 약간 아쉽습니다.
118,119,2021년 11월 5일,4,SUN Johnny,물건 자주올리는데 리뷰올려놓고 까먹으면 시간초과로 다시 올리는 절차가 은근 귀찮네요. 자동수락기능이라도 만들었으면함. 또한 판매수락후 물건이 팔린건지 확인하는 ui가 직관적이지않고 불편해요. 팔린건 팔렸다고 직관적으로 표시되었으면합니다.
119,120,2022년 7월 14일,4,정혜선,반려라고 중복이라고뜨는데 고객센터번호도없고 어케문의해야하나요
120,121,2021년 7월 31일,1,엄승현,"기프티콘 판매를 위해 필수적인 본인인증을 정말 몇십 번을 했는데 계속 하얀화면만 나옴. 다 끝내고 인증번호까지 입력해서 인증 뜨고 마지막 최종 확인버튼 누르면 하얀화면. 고객센터 연락하니 오류수정중이라고 내일 다시 해보라고 해서 내일 다시 했더니 또 안됨. 안된다 했더니 이번엔 뭐 어플 캐시를 지우고 어플을 지우고 다시 해보라고. 회원탈퇴도 아무리 뒤져봐도 하는 곳이 안보임. 결국 고객센터에 문의해서 회원탈퇴받음. 한 번 오류가 있을수는 있지만 나같은 사람 한둘이 아닐탠데 최소한의 공지는 해줘야 하지 않냐고 물었더니 일부 사용자들에게만 나타나는 오류라서 전체공지가 어렵다고, 그럼 '일부 사용자분들께 이러한 문제가 일어날 수 있습니다. 오류해결중에 있으니 양해부탁드리겠습니다.'라고 팝업창을 띄울 순 없나요? 짧은 고객센터 상담시간에 문의했더니 답변도 바로 안주고, 회원탈퇴됐냐고만 몇번을 물어봤는데 아직도 답장 못받음. 어플 측의 잘못으로 인한 문의였음에도 친절하지않음. 최악"
121,122,2021년 10월 10일,5,이엘로,싸게 할인권을 살 수 있어서 좋아요! 유효기간 남은 기프티콘 사고파는 시스템 같은데 사람들이 사용 후 바로 사용완료 처리만 해준다면 흠잡을 데 없는 것 같아요!!
122,123,2022년 4월 7일,4,이현미,사이즈별로선택할수있음 좋겠어요~아메리카노사이즈 업그레이드 하고 싶어요.
123,124,2022년 6월 24일,1,윤지나,기프티콘 스벅 쿠폰을 20% 저렴하게 판매 해 놓고 그 쿠폰이 사용이 안되서 신고해서 고객 센터 문의했더니 안되는곳 매장과 날짜 안되는 문구 여러번 등록 하라고 하고! 문제 해결을 안 해주고 매장직원이 잘못해서 이용이 안되는거라고 해서 다른 쿠폰은 되는데 스벅 쿠폰20% 구매한거 2개만 안된다고 6월19일부터 계속 말을 해도 똑같은 답변인 매장 직원 잘못이라고 하네요 기계처럼 문자로 답변하는 니콘내콘 상담원 정말 신뢰가 떨어지네요
124,125,2022년 6월 14일,5,Yeonsil You,저렴하게 구매 할 수 있어 좋아요!!
125,126,2022년 7월 14일,5,마녀삐리리,물가가 비싼 요즘 너무 유용해요
126,127,2022년 6월 20일,4,김다인,앱은 다 괜찮은데 문의 받아주시는 분이 자꾸 짜증을 내시는 것 같아서 기분이 좋지 않네요....
127,128,2022년 7월 12일,1,김은주,발행취소된 쿠폰 확인 제대로 안하고 쿠폰 사용하다는 상담원...상담도 너무 늦어요 ㅠ
128,129,2021년 3월 17일,5,손현창,평소 편의점 많이 이용하는데 저렴하게 사용할수 있어 좋아요 아쉬운건 특가라든지 급땡처리라든지 이런거 구성하셔서 알림해주는게 있음 좋겠어요
129,130,2020년 11월 24일,1,김건식,"사기꾼 어플아닌가요? 1. 쿠폰 사서 결재할려고 카운터에서 보여주니까 사용완료된 쿠폰이라고 합니다 2, 그래서 니콘내콘 챗봇에 올리니까 해결해주는 시스템은 아니고 계속 구매할건지 판매할건지만 묻고. 3. 답답해서 전화하니 없는 전화라고 하고. 여러분 이어플 사기입니다."
130,131,2019년 3월 29일,5,Google 사용자,니콘내콘 통해서 땡철이로 저렴하게 맛있는 것도 먹을 수 있고 충전하면 몇 퍼센트로 얼마 더 충전해서 넣어줘서 잘 쓰고 있어요 남는 모바일 쿠폰 팔 수도 있구요 유용하게 잘 쓰고 있어요^^
131,132,2021년 3월 17일,5,강한나,다좋아요 아직 발전가능성 높은앱같아요. 근데 사용하기할때 바코드가 작동이 되는건지 아닌건지 잘 모르겠어요. 사용하고 바로 확인가능하면 좋겠어요.
132,133,2022년 6월 29일,1,이건희,탈퇴버튼 없음 고객센터 전화도 없음
133,134,2021년 3월 17일,5,5소옵소,"원가보다 싼 가격에 구입하여 사용 할 수 있는게 좋은거 같아요, 다른 사람이 기프티콘을 사용했을때도 처리가 빨라서 아주 만족했습니다. 그래서 믿고 사용하고있어요"
134,135,2021년 3월 17일,5,플루비아,정말 저렴한 값에 살 수 있는 것은 만족스러웠지만 이미지 저장이 없다는 사실이 아쉬웠습니다ㅠㅠ 그것만 추가해주시면 환경이 더 좋아질 수 있을 것 같아요.
135,136,2022년 5월 9일,5,장효진,블루베리 케잌이 없어서 다른것으로 대신샀습니다 그래도 다들 맛나게 먹었습니다
136,137,2022년 3월 7일,5,jung nam kim,페이백도 되고 기프트콘도 저렴하고 너무 좋아요
137,138,2022년 4월 14일,1,뚜찌빠찌뽀찌,판매하고 잊은지 오래인데 이미 사용된 쿠폰이라며 몇달뒤 고객센터에서 환불해랍니다. 살면서 가보지도 못한 부천에서 사용됬다고 카톡에서 답변받았는데 지네한테 입금해랍니다. 나참 어이가없어서. 돈 몇 푼 벌자고 이딴 앱 쓰지맙시다 진짜.
138,139,2022년 4월 25일,4,SangMook Lee,좋은데 동시구매가 안되고 판매사용된 쿠폰까지 같이 판매하고 있어서 결제할때 얼굴팔리는 순간순간이 있네요 챙피함은 당신몫!
139,140,2022년 4월 25일,5,BI,잘 이용하고 있어요. 쉽게 팔고 싸게 구매하기 좋아요.
140,141,2022년 3월 30일,5,김수영,필요할때 저렴하게 구매할수있어서 너무 좋네요
141,142,2022년 3월 17일,5,혜인김,할인율 큰거 잘 고르면 괜찮은것 같아요 잘썼습니다
142,143,2020년 4월 1일,1,Google 사용자,최악입니다 앱 자체가 미완성이고 서버랙때문에 중복구매되는일도 빈번합니다 환불규정도 굉장히 이기적이고 모든 책임을 고객에게 전가합니다 개인정보 이용규정도 명확하지 않고 등록된 계좌번호와 카드정도 수정도 불가능합니다 돈 몇천원 아끼자고 앱 설치했다가 기분만 잡치고 가네요
143,144,2022년 5월 18일,5,정재원,저렴하게 기프티콘 구매가 가능해서 좋아요♡
144,145,2021년 3월 17일,5,Ga Young Kim,우선 관리가 잘된다는 느낌적인 느낌이 있어서 믿고 거래할 수 있고 굉장히 세분화된 카테고리여서 살때는 좋은데 팔때는 찾기가 어렵;;정렬기능까지 바라는건 오바인가욥ㅎ 더불어 니콘머니 소액도 충전할 수 있었음 좋겠어요
145,146,2021년 4월 7일,5,미이,"기프티콘 판매시 직거래하는 경우보다 편해서 자주 이용하고 있습니다. 실수로 사용한 쿠폰을 올린적도 있는데, 니콘내콘에선 사용여부를 자동으로 알려주니 내실수로 남에게 민폐끼칠 일이 없어 좋아요."
146,147,2021년 4월 7일,5,성봉윤,빠른확인으로 사고팔수있어서 너무 좋아요 왠만하면 5분안으로는 다 오는것같아서 진짜 잘 사용하고있어요 계속 오류없이 이렇게만 운영해주시면 좋겠어요~!!!
147,148,2021년 4월 18일,1,weekyear,한 번도 아니고 두 번이나 이미 사용한 기프티콘이라고 하네요..저번에는 그냥 해프닝으로 넘겼는데 이번에 또 겪으니 정말 불편하네요..고객센터도 일욜에는 쉬니 여쭤볼수도 없고요. 내일 문의 드리겠습니다
148,149,2021년 2월 11일,5,리나,여기서 얼마를 썼는지 기억도 안나요ㅋㅋㅋ 진짜 너무 좋은뎅 이앱을 더욱 많이많이 사람들이 썼음 좋겠어요 백원이라도 아낄수 있어요! 심심할때마다 땡처리에 뭐 올라왔나 확인도 하는 재미 있어요 ㅋㅋ
149,150,2021년 3월 17일,5,홍가영,간편하게 할인기프티콘을 사서 쓸수 있어서 넘 좋습니다. 종류도 다양해서 자주 이용하게됩니다.
150,151,2019년 3월 29일,5,Google 사용자,예전 어플아니였을때는 판매할때도 살때도 속도감이라던가 리뷰오는게 느렸는데 지금은 좀더 빨라져서 좋아요. 매입가도 높은편이구요~ 아쉬운건 머니충전할때 금액이 오천원부터인데 좀더 소액도 있었으면 좋겠어요
151,152,2021년 4월 7일,5,이철우,언제나 편하고 유용하게 사용해서 대만족인데 가끔....아주 가끔 매입보류가 너무 길게 뜨거나 판매가격이 현저히 떨어질때가 있네요~그래도 나름 만족해서 주변 지인들에게도 강츄~~원츄~^^
152,153,2021년 2월 13일,3,최창영,기프티콘 안전하게 사고파는건 좋은데 제가 9900원에 올린 기프티콘이 10800원에 판매하는거 보니 수수료가 있는듯한데 그런건 판매할때 공지되었으면 합니다. 그리고 니콘머니 충전한걸 다시 계좌로 보내는 기능이 필요합니다.
153,154,2021년 4월 7일,5,sun myung kim,"항상 감사드리고, 덕분에 카페비용 많이 줄이고있고, 잘못된 기프티콘 확인후 연락드렸는데, 톡이라두 바로 피드백 해주셔서 서비스에 매우 만족했어요:))흥해라 니콘내콘!!♡♡♡♡♡"
154,155,2022년 5월 1일,5,임이랑,잘사용하고있었는데 갑자기 부팅 동그라미만 돌고 아무것도 안되요
